dsire_id,dsire_name,dsire_match_reason,source_url,llm_confidence,llm_open_questions,scenario,description,state(s),building type(s),building vintage(s),end use(s),tech(s),fuel type(s),base fuel,base fuel backup,modification,scope,ira,increase pct,performance level,performance units,credit pct,rebate amount,rebate units,start year,end year,applicable fraction,fraction notes
83,Renewable Energy Systems Tax Credit (Personal),expired+updated,https://energy.utah.gov/tax-credits/renewable-energy-systems-tax-credit/,medium,Check if GSHP should also be mapped to cooling or water heating end uses. Confirm start year and whether separate rows should be created for commercial GSHP systems or solar thermal water heating.,reference,Utah Renewable Energy Systems Tax Credit (Personal): https://energy.utah.gov/tax-credits/renewable-energy-systems-tax-credit/,UT,all residential,all,heating,GSHP,electricity,all,,replace,non-federal,,,,,25,2000,$/unit,2024,2027,,
4127,Columbia Gas of Virginia - Home Savings Rebate Program,updated,http://www.columbiagasva.com/ways-to-save/residential-customers,medium,"Furnace rebate amount ranges from $300 to $500 depending on efficiency tier/AFUE level not fully detailed in summary; used $300 baseline. Program start/end dates are not provided in input. Separate rows may be drafted for boilers, water heaters, thermostats, and windows.",reference,Columbia Gas of Virginia - Home Savings Rebate Program: http://www.columbiagasva.com/ways-to-save/residential-customers,VA,all residential,all,heating,furnace (NG),natural gas,natural gas,,replace,non-federal,,,0.90,AFUE,,300,$/unit,,,,
5503,Commercial Solar Property Tax Exemption,updated,https://energy.virginia.gov/renewable-energy/SolarPower.shtml#main,low,Property tax exemption (100% exemption for systems <=5 MW or <=20 MW for higher education; decreasing scale for 5-150 MW) does not directly map to Scout purchase rebate or tax credit metrics ($/unit or % equipment cost). Start and end years are not specified in the DSIRE summary.,reference,Commercial Solar Property Tax Exemption (Virginia Department Energy): https://energy.virginia.gov/renewable-energy/SolarPower.shtml#main,VA,commercial,all,all,PV,solar,,,,non-federal,,,,,,,,,,,
4362,Income Tax Deduction for Energy-Efficient Products,updated,,low,"Program covers multiple technologies (room AC, heat pumps, CAC, WH, furnaces, boilers, etc.); electric WH was selected for this candidate row. Incentive is a personal income tax deduction of 20% of sales tax paid (capped at $500), not a percentage of total equipment cost or a direct dollar rebate, so credit_pct and rebate_amount are left blank to avoid inventing numbers. Start year, end year, and source URL were not provided in input.",reference,Income Tax Deduction for Energy-Efficient Products: Virginia Department of Taxation,VA,all residential,all,water heating,electric WH,electricity,all,,replace,non-federal,,,1.7,EF,,,,,,,
2983,Local Option - Property Tax Assessment for Energy Efficient Buildings,updated,,low,This is state enabling legislation allowing local jurisdictions to reduce property tax rates for energy-efficient whole buildings. Specific tax rate reductions/rebate amounts vary by locality and are not specified at the state level. Needs local ordinance review if specific county/city incentives are to be modeled.,reference,Local Option - Property Tax Assessment for Energy Efficient Buildings; Virginia Department of Taxation,VA,all,all,all,all,all,,,,non-federal,,,"30% above code, or ENERGY STAR / LEED / Green Globes / EarthCraft",pct above code,,,,2008,,,
85,Local Option - Residential Property Tax Exemption for Solar,updated,https://www.deq.virginia.gov/our-programs/pollution-prevention/virginia-information-source-for-energy/programs-and-financial-incentives,low,"Property tax exemption lacks explicit numeric rebate dollar amounts, credit percentages, or performance thresholds. Solar PV/thermal technologies do not directly align with standard Scout equipment categories. A human reviewer should check whether property tax exemptions are modeled in Scout and how to assign equivalent financial values or applicable fractions.",reference,Local Option - Residential Property Tax Exemption for Solar: https://www.deq.virginia.gov/our-programs/pollution-prevention/virginia-information-source-for-energy/programs-and-financial-incentives,VA,all residential,all,all,all,electricity,all,,,non-federal,,,,,,,,2023,,,
5713,Washington Gas - Commercial Efficiency Rebate Program,updated,https://wgsmartsavings.com/programs-rebates/business/va,medium,"Program includes multiple equipment categories (boilers, furnaces, water heaters, food service equipment, thermostats); drafted row specifically targets natural gas furnaces (< 225 MBH). Start and end years are not explicitly provided in the input text. Rebate rate ($2.25/MBH) may require normalization/conversion to $/unit or $/MMBtu to align with Scout's cost inputs.",reference,Washington Gas Commercial Efficiency Rebate Program: https://wgsmartsavings.com/programs-rebates/business/va,VA,all commercial,all,heating,furnace (NG),natural gas,natural gas,,replace,non-federal,,,0.95,AFUE,,2.25,$/MBH,,,,
4474,Washington Gas - Residential Energy Efficiency Rebate Program,updated,https://wgsmartsavings.com/programs-rebates/home/va,medium,"Program includes multiple equipment types (furnaces, boilers, water heaters, windows, thermostats); this row captures Tier 2 natural gas furnaces (>=97% AFUE, $700 rebate). Separate rows are needed for other tiers/technologies. Start/end years and applicable fraction need confirmation.",reference,Washington Gas - Residential Energy Efficiency Rebate Program: https://wgsmartsavings.com/programs-rebates/home/va,VA,all residential,all,heating,furnace (NG),natural gas,natural gas,,replace,non-federal,,,0.97,AFUE,,700,$/unit,,,,
5495,U.S. Virgin Islands - Net Energy Billing (NEB) Program,updated,https://energy.vi.gov/neb/,low,"This record describes a Net Energy Billing tariff structure for distributed energy resources (solar, battery storage, wind) rather than a direct equipment upgrade rebate/tax credit. No specific dollar amounts, percentage credits, performance thresholds, or start/end dates are listed. Reviewer should verify if utility tariff/rate programs should be included in incentives.csv and gather specific rate/billing details if applicable.",reference,U.S. Virgin Islands - Net Energy Billing (NEB) Program: https://energy.vi.gov/neb/,VI,all,all,all,all,electricity,electricity,,,non-federal,,,,,,,,,,,
5498,U.S. Virgin Islands Property Tax Incentive,updated,https://ltg.gov.vi/press-release/property-tax-credits-deadline-for-new-homeowners/,low,"No specific dollar incentive, credit percentage, start/end years, performance thresholds, or targeted technologies are specified in the source summary. Property tax treatment (classifying renewable energy as personal property rather than real property) does not map directly to a equipment rebate/credit input in Scout.",reference,U.S. Virgin Islands Property Tax Incentive: https://ltg.gov.vi/press-release/property-tax-credits-deadline-for-new-homeowners/,VI,all,all,all,all,all,,,,non-federal,,,,,,,,,,,
22403,Burlington Electric Department - Electric Vehicle Rebate Program,expired+updated,https://www.burlingtonelectric.com/evrebates,low,"1) Electric vehicles fall outside Scout's standard building equipment/end use model; confirm if EV measures should be included in incentives.csv. 2) Multiple rebate tiers exist (New EV: $2,300, PHEV: $2,000, High-mileage: $3,250, Pre-owned: $1,300, Motorcycle: $500, plus moderate income bonuses of $200-$700); $2,300 for standard new EV was entered. 3) Program start and end years are not specified in source text.",reference,Burlington Electric Department - Electric Vehicle Rebate Program: https://www.burlingtonelectric.com/evrebates,VT,all residential,all,other,EV,electricity,,,replace,non-federal,,,,,,2300,$/unit,,,,
22404,Green Mountain Power EV Charging Station Program,updated,https://greenmountainpower.com/rebates-programs/electric-vehicles/in-home-ev-charger/,low,"EV charging stations do not map directly to standard Scout building end uses or technologies. No dollar value for the charger/rebate, performance levels, or start/end years were provided in the input text.",reference,Green Mountain Power EV Charging Station Program: https://greenmountainpower.com/rebates-programs/electric-vehicles/in-home-ev-charger/,VT,all residential,all,all,all,electricity,,,,non-federal,,,,,,,,,,,
22405,Green Mountain Power EV Rebate Program,expired+updated,https://greenmountainpower.com/rebates-programs/electric-vehicles/ev-rebate/,low,"This program provides incentives for electric vehicles (EVs/PHEVs), which are transportation equipment rather than building envelope/HVAC/appliance technologies modeled in Scout. Reviewer should determine if EV incentives should be excluded entirely from Scout's building incentives database or mapped to a specific secondary end use. Additionally, rebate amounts range from $750 to $3,200 depending on vehicle type (new vs used, BEV vs PHEV) and customer income level.",reference,Green Mountain Power EV Rebate Program: https://greenmountainpower.com/rebates-programs/electric-vehicles/ev-rebate/,VT,all residential,all,all,all,electricity,,,,non-federal,,,,,,2200,$/unit,,2023,,
3428,Investment Tax Credit,updated,http://tax.vermont.gov/business-and-corp/corp-and-business-income-taxes/tax-credits,medium,"Program covers multiple technologies (GSHP, solar thermal, solar water heat, etc.) for business properties. Drafted for GSHP. Confirm if additional rows should be created for other covered technologies like solar water heat. Specific performance requirements mirror the Federal Investment Tax Credit.",reference,Investment Tax Credit (Vermont Department of Taxes): http://tax.vermont.gov/business-and-corp/corp-and-business-income-taxes/tax-credits,VT,all commercial,all,heating,GSHP,electricity,all,,replace,non-federal,,,,,7.2,,,2024,2032,,
22343,Stowe Electric - Electric Bicycles,expired+updated,https://www.stoweelectric.com/rebates/e-bikes,low,Electric bicycles are transportation equipment and fall outside Scout's scope of building energy efficiency/decarbonization measures. There is no matching end use or technology category in Scout's controlled vocabulary; this row should likely be excluded from incentives.csv.,reference,Stowe Electric - Electric Bicycles: https://www.stoweelectric.com/rebates/e-bikes,VT,all residential,all,,,electricity,,,replace,non-federal,,,,,,150,$/unit,2025,2025,,
22342,Stowe Electric - Electric Lawnmowers,updated,https://www.stoweelectric.com/rebates/electric-yard-equipment,low,"Electric lawnmowers and lawn care equipment fall outside Scout's core building equipment taxonomy and end uses (heating, cooling, water heating, cooking, drying). Rebate amounts vary significantly by equipment type ($50-$100 for residential push/ride mowers, $100-$1000 for commercial).",reference,Stowe Electric - Electric Lawnmowers: https://www.stoweelectric.com/rebates/electric-yard-equipment,VT,"all residential, commercial",all,,,electricity,,,replace,non-federal,,,,,,50,$/unit,2025,,,
22347,Vermont Electric Coop - Electric Lawnmower Bill Credit,updated,https://vermontelectric.coop/energy-transformation-programs,low,Electric lawnmowers are non-building equipment and do not fit Scout's building energy end uses or technology taxonomy. A human analyst should confirm whether this record should be excluded from Scout entirely.,reference,Vermont Electric Coop - Electric Lawnmower Bill Credit: https://vermontelectric.coop/energy-transformation-programs,VT,"all residential, all commercial",all,,,electricity,,,replace,non-federal,,,,,,50,$/unit,2019,,,
1346,Vermont Gas - Commercial Energy Services,expired+updated,https://vgsvt.com/savings/commercial-energy-services/,low,"Rebate amount for commercial furnaces is given as a range ($500-$800) depending on equipment specifications; precise rebate tiers, required performance levels (AFUE), program start/end years, and applicable fraction must be confirmed from VGS documentation. Separate rows are also needed to cover other technologies listed in this program (boilers, water heaters, smart thermostats).",reference,Vermont Gas Commercial Energy Services: https://vgsvt.com/savings/commercial-energy-services/,VT,all commercial,all,heating,furnace (NG),natural gas,natural gas,,replace,non-federal,,,,AFUE,,,$/unit,,,,
22351,Vermont Public Power Supply Authority - Electric Bicycle and Retrofit Kit Rebate,expired+updated,https://vppsa.com/2023-e-bike-and-retrofit-kit-rebate/,low,"This incentive is for electric bicycles and retrofit kits, which are transportation equipment rather than building energy technologies. Scout models building end uses, so this record does not map to Scout's technology taxonomy and should likely be excluded from incentives.csv.",reference,Vermont Public Power Supply Authority - Electric Bicycle and Retrofit Kit Rebate: https://vppsa.com/2023-e-bike-and-retrofit-kit-rebate/,VT,,,,,electricity,,,,non-federal,,,,,,100,$/unit,2023,,,
22350,Vermont Public Power Supply Authority - Electric Lawnmower Rebate,updated,https://vppsa.com/2024-electric-lawn-mower-rebate/,low,"1. Electric lawnmowers/lawn care equipment are outside standard Scout building equipment end uses and technologies. 2. Multiple rebate tiers exist ($50 residential push, $100 residential ride-on / commercial push, $1,500 commercial ride-on); if incorporated into Scout, this program would need to be split into separate rows for residential/commercial and push/ride-on equipment.",reference,Vermont Public Power Supply Authority - Electric Lawnmower Rebate: https://vppsa.com/2024-electric-lawn-mower-rebate/,VT,"all residential, all commercial",all,all,all,electricity,all,,replace,non-federal,,,,,,,,2024,,,
22348,Vermont Public Power Supply Authority - Electric Vehicle Purchase Rebate,expired+updated,https://vppsa.com/2023-electric-vehicle-rebate/,low,"Electric vehicles (transportation) are outside Scout's standard building equipment and envelope scope. Also, rebate amounts vary by vehicle type ($1250 for new EV, $500 for new PHEV or pre-owned EV, $250 for pre-owned PHEV, plus $400 for income-qualifying customers).",reference,Vermont Public Power Supply Authority - Electric Vehicle Purchase Rebate: https://vppsa.com/2023-electric-vehicle-rebate/,VT,all residential,all,,,electricity,,,,non-federal,,,,,,1250,$/unit,2023,,,
3231,Columbia Rural Electric Association - Residential Energy Efficiency Rebate Program,updated,https://columbiarea.coop/rebate-offers,medium,"Program includes multiple HPWH rebate tiers ($1,400 to $2,200 depending on size/tier) as well as ASHP ($600-$1,560), ductless HP ($920), appliances, windows, insulation, and doors. Drafted row reflects 40-gallon HPWH base rebate ($1,400). Exact UEF numeric performance requirements for Tiers 3/4 were not specified in the input summary.",reference,Columbia REA Residential Energy Efficiency Rebate Program: https://columbiarea.coop/rebate-offers,WA,residential,all,water heating,electric WH,electricity,all,,replace,non-federal,,,,,,1400,$/unit,2025,,,
576,Renewable Energy Sales and Use Tax Exemption,updated,http://dor.wa.gov/Content/FindTaxesAndRates/TaxIncentives/IncentivePrograms.aspx#Energy,low,"Incentive provides 100% exemption from sales/use tax (or tax remittance), not a percentage of total project cost; effective rebate percentage depends on Washington local sales tax rates. Technologies include solar PV, solar thermal, biomass, and fuel cells, which do not directly align with Scout HVAC/envelope categories; mapped tentatively to 'electric WH' for solar thermal. Expiration dates vary by technology/statute (2018 for solar thermal under RCW 82.08.963 vs 2029/2034 for other systems); needs analyst review.",reference,Renewable Energy Sales and Use Tax Exemption (Washington State Department of Revenue): http://dor.wa.gov/Content/FindTaxesAndRates/TaxIncentives/IncentivePrograms.aspx#Energy,WA,all,all,water heating,electric WH,solar,all,,replace,non-federal,,,,,,,,2020,2029,,
5622,Seattle HomeWise: Weatherization,updated,http://www.seattle.gov/housing/homewise/,low,"No specific numeric rebate dollar amounts, performance criteria, start/end years, or tech-specific caps are provided in the source summary (program provides free weatherization services for income-qualified residents). Specific measure-level incentive values, income-eligibility constraints, and target technology categories (e.g., insulation vs. heating equipment) need to be determined before adding to incentives.csv.",reference,Seattle HomeWise: Weatherization (Seattle Office of Housing): http://www.seattle.gov/housing/homewise/,WA,all residential,all,heating,all,all,all,,replace,non-federal,,,,,,,,,,,
178,"Biogas, Solar, and Wind Energy Equipment Exemption",updated,,low,"Property tax exemption (100% exemption on added property value) does not provide a direct equipment purchase rebate or tax credit percentage on equipment cost. Eligible technologies (solar, wind, biogas) do not map directly to standard Scout HVAC/envelope technologies. Start year and end year are not explicitly specified in the source text.",reference,"Biogas, Solar, and Wind Energy Equipment Exemption (Wisconsin Department of Revenue): https://www.revenue.wi.gov/DORFAQ/renewable-energy.pdf",WI,all,all,all,all,all,,,,non-federal,,,,,,,,,,,
2050,Cedarburg Light & Water Utility - Commercial Energy Efficiency Rebate Program,expired+updated,https://wppienergy.org/customer-programs/rfp-for-energy-efficiency/,low,"Incentive amounts are case-by-case / RFP-based (up to $200,000 max per bid cycle for projects saving >= 100,000 kWh or reducing peak demand by >= 20 kW) with no fixed $/unit or $/kW rebate rate or performance efficiency threshold specified. Program covers multiple commercial/industrial end uses (cooling, chillers, lighting, motors, refrigeration); mapped conservatively to cooling/central AC as an example, but analyst needs to confirm target technologies and specific rebate schedules.",reference,Cedarburg Light & Water Utility - Commercial Energy Efficiency Rebate Program: https://wppienergy.org/customer-programs/rfp-for-energy-efficiency/,WI,commercial,all,cooling,central AC,electricity,,,replace,non-federal,,,,,,,,,,,
22074,Energy Innovation Grant Program,updated,https://psc.wi.gov/Pages/Programs/OEI/EnergyInnovationGrantProgram.aspx,low,"Program is a competitive grant open to municipalities, school districts, and manufacturers rather than a formulaic rebate. No standard rebate amount or equipment performance threshold is specified. Confirm whether competitive grant programs of this type should be parameterized for Scout.",reference,Energy Innovation Grant Program (Public Service Commission of Wisconsin): https://psc.wi.gov/Pages/Programs/OEI/EnergyInnovationGrantProgram.aspx,WI,all commercial,all,all,all,all,all,,,non-federal,,,,,,,,2023,2024,,
561,Special Assessment for Wind Energy Systems,updated,,low,"Utility-owned wind energy property tax assessments fall outside Scout's primary scope of building envelope and end-use equipment. Additionally, source URL, start/end years, and explicit monetary rebate or tax credit amounts per equipment unit are missing.",reference,West Virginia Division of Energy - Special Assessment for Wind Energy Systems,WV,all commercial,all,all,all,electricity,,,,non-federal,,,,,,,,,,,
22666,Alaska - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,"https://www.akenergyauthority.org/What-We-Do/Alternative-Energy-and-Energy-Efficiency-Programs/Electric-Vehicles/EV-Infrastructure-Implementation-Plan#:~:text=Through%20the%20NEVI%20program%2C%20Alaska,and%20urban%20areas%20across%20Alaska.",low,"This program provides grant funding for electric vehicle (EV) charging infrastructure under the IIJA NEVI program. EV charging is outside Scout's current building energy/equipment end-use taxonomy (HVAC, water heating, envelope, etc.). Additionally, grant amounts are competitive/variable without a fixed per-unit or percentage rebate rate.",reference,"Alaska Energy Authority NEVI Formula Grant Program: https://www.akenergyauthority.org/What-We-Do/Alternative-Energy-and-Energy-Efficiency-Programs/Electric-Vehicles/EV-Infrastructure-Implementation-Plan#:~:text=Through%20the%20NEVI%20program%2C%20Alaska,and%20urban%20areas%20across%20Alaska.",AK,,,,,electricity,,,,non-federal,,,,,,,,2023,,,
22629,California - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://www.energy.ca.gov/programs-and-topics/programs/national-electric-vehicle-infrastructure-nevi-formula-program,low,"EV charging infrastructure is outside Scout's core building equipment taxonomy (heating, cooling, water heating, envelope, etc.). Incentive amounts are competitive grant awards with no standardized fixed rebate amount or percentage per unit provided. Reviewer should check whether transportation EV charging programs belong in Scout's building-focused incentives.csv.",reference,California - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://www.energy.ca.gov/programs-and-topics/programs/national-electric-vehicle-infrastructure-nevi-formula-program,CA,,all,,,electricity,,,,non-federal,,,,,,,,2023,,,
22149,Clean Transportation Program,expired,https://www.energy.ca.gov/programs-and-topics/programs/clean-transportation-program,low,"Program funds clean transportation (EV charging infrastructure and low/zero-emission vehicles), which falls outside Scout's core building energy efficiency equipment/envelope categories. In addition, unit-level rebate amounts and performance standards are not provided in the source summary.",reference,Clean Transportation Program: https://www.energy.ca.gov/programs-and-topics/programs/clean-transportation-program,CA,all,all,,,electricity,,,,non-federal,,,,,,,,,,,
4054,Sales and Use Tax Exclusion for Advanced Transportation and Alternative Energy Manufacturing Program,expired,http://www.treasurer.ca.gov/caeatfa/ste/index.asp,low,"This program provides a sales and use tax exclusion for manufacturing property/facilities that produce advanced transportation or energy efficiency components, rather than incentives for building equipment or envelope upgrades in residential/commercial buildings. It appears to be out of scope for Scout's building energy model incentives.csv.",reference,Sales and Use Tax Exclusion for Advanced Transportation and Alternative Energy Manufacturing Program: http://www.treasurer.ca.gov/caeatfa/ste/index.asp,CA,,,,,,,,,non-federal,,,,,,,,2010,2025,,
22630,Hawaii - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://hidot.hawaii.gov/highways/hawaii-nevi-state-plan/,low,EV charging infrastructure (NEVI) is outside Scout's core building energy decarbonization scope and end use categories. Grants are competitively awarded with no fixed rebate amount or percentage specified. Review whether this program should be excluded or if a custom EV tech mapping is needed.,reference,Hawaii NEVI Formula Grant Program: https://hidot.hawaii.gov/highways/hawaii-nevi-state-plan/,HI,commercial,all,all,all,electricity,,,,non-federal,,,,,,,,2024,,,
3284,Black Hills Energy (Gas) - Commercial Energy Efficiency Rebate Programs,expired,https://www.blackhillsenergy.com/efficiency-and-savings/commercial-rebates/iowa-gas-commercial-rebates,low,"Commercial furnace rebates range from $200 to $350 depending on efficiency, but specific performance level thresholds (e.g., AFUE values) are omitted in the summary text and must be verified on the program website. Rebate amount is left blank due to the unspecified tier structure. Applicable fraction is unstated.",reference,Black Hills Energy (Gas) - Commercial Energy Efficiency Rebate Programs: https://www.blackhillsenergy.com/efficiency-and-savings/commercial-rebates/iowa-gas-commercial-rebates,IA,all commercial,all,heating,furnace (NG),natural gas,natural gas,,replace,non-federal,,,,AFUE,,,$/unit,2025,,,
22645,Iowa - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://iowadot.gov/iowaevplan,low,"EV charging infrastructure does not map to standard Scout building end uses or technologies (e.g., HVAC, water heating, envelope). Additionally, grant amounts are competitive and variable with no explicit dollar rebate or percentage credit provided.",reference,Iowa - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://iowadot.gov/iowaevplan,IA,,,,,electricity,,,,non-federal,,,,,,,,2024,,,
22655,Idaho - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://oemr.idaho.gov/programs/national-electric-vehicle-infrastructure-program/,low,"This program supports electric vehicle (EV) charging infrastructure along highway corridors, which falls outside of Scout's scope of building equipment and envelope efficiency upgrades. Additionally, specific monetary grant amounts and eligibility metrics are determined competitively and not specified as fixed rebates. Verify if EV charging infrastructure should be excluded from sub_fed/incentives.csv.",reference,Idaho - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://oemr.idaho.gov/programs/national-electric-vehicle-infrastructure-program/,ID,,,,,electricity,,,,non-federal,,,,,,,,,,,
22643,Illinois - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://idot.illinois.gov/transportation-system/environment/drive-electric.html,low,EV charging infrastructure does not map to Scout's core building equipment/envelope technologies or end uses. Grant amounts are awarded competitively on a project-by-project basis with no standard per-unit rebate dollar amount specified.,reference,Illinois - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://idot.illinois.gov/transportation-system/environment/drive-electric.html,IL,,,,,electricity,,,,non-federal,,,,,,,,2024,,,
22439,Improvement Valuation of Commercial Solar Energy Systems,expired,https://tax.illinois.gov/localgovernments/property/solar-energy-systems.html,low,"This program is a property tax assessment valuation methodology for commercial solar energy systems rather than a direct equipment rebate or tax credit. Standard rebate amounts, credit percentages, and performance thresholds are not provided. Review whether property tax valuation rules should be included in Scout sub_fed/incentives.csv or mapped to a specific cost reduction.",reference,Improvement Valuation of Commercial Solar Energy Systems (Illinois Department of Revenue): https://tax.illinois.gov/localgovernments/property/solar-energy-systems.html,IL,commercial,all,all,solar PV,electricity,,,,non-federal,,,,,,,,2018,,,
22644,Indiana - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://chargingthecrossroads.com/,low,"EV charging infrastructure does not map directly to standard Scout building equipment end uses/technologies. Additionally, numeric incentive amounts and credit percentages are competitive/unspecified in the source text. Reviewer should determine whether EV charging programs belong in sub_fed/incentives.csv.",reference,Indiana - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://chargingthecrossroads.com/,IN,all commercial,all,all,all,electricity,,,,non-federal,,,,,,,,2023,,,
22646,Kentucky - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://kyevcharging.com/,low,EV charging infrastructure (NEVI program) does not fall into Scout's standard building equipment/envelope decarbonization end uses or technologies. Incentive amounts are competitive and variable with no specific numeric unit rebate or percentage specified.,reference,Kentucky - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://kyevcharging.com/,KY,all commercial,all,heating,all,electricity,,,,non-federal,,,,,,,,2023,,,
22647,Michigan - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://www.michigan.gov/mdot/travel/mobility/initiatives/nevi,low,EV charging infrastructure is outside Scout's core building equipment/envelope technology scope. Grant amounts are competitive and variable with no explicit dollar rebate per unit or percentage credit specified. Funding originates from IIJA (NEVI) rather than IRA.,reference,Michigan - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://www.michigan.gov/mdot/travel/mobility/initiatives/nevi,MI,commercial,all,,,electricity,,,,non-federal,,,,,,,,2024,,,
333,Nonrefundable Business Activity Tax Credit,expired,,low,"This program is an industry recruitment tax credit for alternative energy manufacturing, R&D, and business activity rather than a building end-use energy efficiency rebate/tax credit. No specific building tech, end use, or rebate dollar amounts apply.",reference,Nonrefundable Business Activity Tax Credit: Michigan Economic Development Corporation,MI,,,,,,,,,non-federal,,,,,,,,,2031,,
22648,Missouri - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://www.modot.org/sites/default/files/documents/NEVI%20Plan%20update%202023_Revised_Sept2023Final.pdf,low,"EV charging infrastructure is outside the scope of Scout's building envelope and HVAC/water heating end-use equipment framework. Additionally, rebate/grant amounts are competitive and variable with no specific numeric incentive provided. Review whether this program should be excluded from sub_fed/incentives.csv.",reference,Missouri - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://www.modot.org/sites/default/files/documents/NEVI%20Plan%20update%202023_Revised_Sept2023Final.pdf,MO,,,,,electricity,,,,non-federal,,,,,,,,2024,,,
22656,Montana - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://deq.mt.gov/energy/Programs/fuels,low,"1. EV charging infrastructure is outside Scout's core building equipment/envelope technology taxonomy (e.g., HVAC, water heating, insulation, windows); clarify if EV charging incentives should be tracked in sub_fed/incentives.csv or excluded. 2. Incentive amounts and rebate/grant values are awarded competitively and not specified as a fixed numeric dollar amount or percentage in the input text.",reference,Montana - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://deq.mt.gov/energy/Programs/fuels,MT,commercial,all,,all,electricity,,,,non-federal,,,,,,,,,,,
22664,North Carolina - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://www.ncdot.gov/initiatives-policies/environmental/climate-change/NEVI/Pages/default.aspx,low,EV charging infrastructure (NEVI) does not map to Scout's building equipment/envelope end uses or technologies. Grant amounts are competitive/variable with no set dollar/unit value provided. Confirm whether EV infrastructure should be tracked in Scout's incentives.csv.,reference,North Carolina - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://www.ncdot.gov/initiatives-policies/environmental/climate-change/NEVI/Pages/default.aspx,NC,,,,,electricity,,,,non-federal,,,,,,,,2024,,,
22658,North Dakota - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://www.dot.nd.gov/nevi,low,"EV charging infrastructure (EVSE) is outside Scout's building energy modeling scope (no applicable end use or tech in Scout taxonomy). Additionally, competitive grant amounts and standard building performance metrics are not specified.",reference,North Dakota NEVI Formula Grant Program: https://www.dot.nd.gov/nevi,ND,,,,,electricity,,,,non-federal,,,,,,,,2022,2026,,
22530,Granite State Clean Fleets (GSCF),expired,https://www.des.nh.gov/business-and-community/loans-and-grants/volkswagen-mitigation-trust,low,"This program targets municipal/public fleet vehicle replacements and EV charging infrastructure (EVSE), which fall outside Scout's core building equipment and envelope scope. Furthermore, applications closed on October 13, 2023, and grant amounts vary by project with no standard unit rebate given.",reference,Granite State Clean Fleets (GSCF): https://www.des.nh.gov/business-and-community/loans-and-grants/volkswagen-mitigation-trust,NH,all commercial,all,all,all,electricity,diesel,,replace,non-federal,,,,,,,,,2023,,
3980,Gross Receipts Tax Exemption for Sales of Wind and Solar Systems to Government Entities,expired,,low,"1. Program applies to wind turbine, PV, and solar thermal electric systems sold to government entities; check if generation technologies are within scope for Scout modeling. 2. Specific tax credit/exemption rate depends on the NM gross receipts tax rate, which is not provided. 3. Source URL is missing in input data.",reference,Gross Receipts Tax Exemption for Sales of Wind and Solar Systems to Government Entities: New Mexico Taxation & Revenue Department,NM,commercial,all,all,all,electricity,,,,non-federal,,,,,,,,2010,,,
22724,New Mexico - Home Electrification and Appliance Rebate (HEAR) Program,expired,https://clean.energy.nm.gov/programs/hear/,medium,"HEAR covers multiple technologies (ASHP up to $8000, HPWH up to $1750, insulation up to $1600, electric cooking/dryers up to $840); separate rows needed for each technology. Exact performance criteria beyond ENERGY STAR are not detailed in summary. End year not specified.",reference,New Mexico Home Electrification and Appliance Rebate (HEAR) Program: https://clean.energy.nm.gov/programs/hear/,NM,all residential,all,heating,ASHP,electricity,all,yes,replace,non-federal,yes,,,,,8000,$/unit,2024,,,"Program targets low- and moderate-income households (<80% AMI gets 100% covered up to cap, 80-150% AMI gets 50% covered up to cap). Applicable fraction depends on income-eligible share of housing stock."
